Player Name,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Pitch Type,Ball Action
Dananjaya De Silva,1,26,14,0,0,7.14,3,lbw,2,v India,Delhi,,2-Dec-17
Dananjaya De Silva,119*,257,219,15,1,54.33,3,retired notout,4,v India,Delhi,,2-Dec-17
Dananjaya De Silva,1,17,8,0,0,12.5,5,lbw,2,v India,Mohali,,4-Mar-22
Dananjaya De Silva,30,72,58,5,0,51.72,5,caught,3,v India,Mohali,,4-Mar-22
Dananjaya De Silva,10,32,24,1,0,41.66,5,lbw,2,v India,Bengaluru,,12-Mar-22
Dananjaya De Silva,4,24,21,0,0,19.04,5,caught,4,v India,Bengaluru,,12-Mar-22
Dananjaya De Silva,1,7,7,0,0,14.28,3,caught,1,v New Zealand,Wellington,,15-Dec-18
Dananjaya De Silva,0,7,5,0,0,0,3,bowled,3,v New Zealand,Wellington,,15-Dec-18
Dananjaya De Silva,5,21,19,1,0,26.31,6,caught,2,v New Zealand,Galle,,14-Aug-19
Dananjaya De Silva,14*,18,13,3,0,107.69,6,not out,4,v New Zealand,Galle,,14-Aug-19
Dananjaya De Silva,109,231,148,16,2,73.64,6,bowled,1,v New Zealand,Colombo (PSS),,22-Aug-19
Dananjaya De Silva,1,26,19,0,0,5.26,5,caught,3,v New Zealand,Colombo (PSS),,22-Aug-19
Dananjaya De Silva,46,95,59,5,1,77.96,6,caught,1,v New Zealand,Christchurch,,9-Mar-23
Dananjaya De Silva,47*,112,73,7,0,64.38,7,not out,3,v New Zealand,Christchurch,,9-Mar-23
Dananjaya De Silva,0,7,6,0,0,0,7,caught,2,v New Zealand,Wellington,,17-Mar-23
Dananjaya De Silva,98,257,185,12,1,52.97,6,caught,3,v New Zealand,Wellington,,17-Mar-23
Dananjaya De Silva,11,27,24,2,0,45.83,6,bowled,1,v New Zealand,Galle,,18-Sep-24
Dananjaya De Silva,40,99,77,4,0,51.94,6,stumped,3,v New Zealand,Galle,,18-Sep-24
Dananjaya De Silva,44,87,80,3,1,55,6,caught,1,v New Zealand,Galle,,26-Sep-24
Dananjaya De Silva,43,120,70,5,0,61.42,7,caught,2,v South Africa,Gqeberha,,26-Dec-16
Dananjaya De Silva,22,60,36,4,0,61.11,7,lbw,4,v South Africa,Gqeberha,,26-Dec-16
Dananjaya De Silva,16,39,22,2,0,72.72,4,lbw,2,v South Africa,Cape Town,,2-Jan-17
Dananjaya De Silva,22,74,42,2,1,52.38,4,lbw,4,v South Africa,Cape Town,,2-Jan-17
Dananjaya De Silva,10,33,24,1,0,41.66,4,caught,2,v South Africa,Johannesburg,,12-Jan-17
Dananjaya De Silva,12,59,23,1,0,52.17,4,caught,3,v South Africa,Johannesburg,,12-Jan-17
Dananjaya De Silva,11,46,36,1,0,30.55,3,bowled,1,v South Africa,Galle,,12-Jul-18
Dananjaya De Silva,9,19,12,0,1,75,3,bowled,3,v South Africa,Galle,,12-Jul-18
Dananjaya De Silva,60,191,109,8,0,55.04,3,lbw,1,v South Africa,Colombo (SSC),,20-Jul-18
Dananjaya De Silva,0,10,3,0,0,0,3,lbw,3,v South Africa,Colombo (SSC),,20-Jul-18
Dananjaya De Silva,23,41,33,3,1,69.69,7,caught,2,v South Africa,Durban,,13-Feb-19
Dananjaya De Silva,48,115,79,6,0,60.75,7,lbw,4,v South Africa,Durban,,13-Feb-19
Dananjaya De Silva,19,43,24,4,0,79.16,7,caught,2,v South Africa,Gqeberha,,21-Feb-19
Dananjaya De Silva,79*,142,106,11,1,74.52,5,retired notout,1,v South Africa,Centurion,,26-Dec-20
Dananjaya De Silva,7,19,12,1,0,58.33,6,bowled,2,v South Africa,Durban,,27-Nov-24
Dananjaya De Silva,59,104,81,9,1,72.83,7,caught,4,v South Africa,Durban,,27-Nov-24
Dananjaya De Silva,14,52,27,1,0,51.85,6,caught,2,v South Africa,Gqeberha,,5-Dec-24
Dananjaya De Silva,50,121,92,7,0,54.34,6,caught,4,v South Africa,Gqeberha,,5-Dec-24
Dananjaya De Silva,12,-,14,2,0,85.71,3,bowled,1,v West Indies,Gros Islet,,14-Jun-18
Dananjaya De Silva,3,-,15,0,0,20,4,caught,3,v West Indies,Gros Islet,,14-Jun-18
Dananjaya De Silva,8,-,10,1,0,80,5,lbw,2,v West Indies,Bridgetown,,23-Jun-18
Dananjaya De Silva,17,-,29,4,0,58.62,3,bowled,4,v West Indies,Bridgetown,,23-Jun-18
Dananjaya De Silva,13,45,26,2,0,50,5,bowled,1,v West Indies,North Sound,,21-Mar-21
Dananjaya De Silva,50,115,79,6,0,63.29,5,bowled,3,v West Indies,North Sound,,21-Mar-21
Dananjaya De Silva,39,205,140,3,0,27.85,5,lbw,2,v West Indies,North Sound,,29-Mar-21
Dananjaya De Silva,61,129,95,5,0,64.21,5,hit wicket,1,v West Indies,Galle,,21-Nov-21
Dananjaya De Silva,1,6,7,0,0,14.28,5,caught,3,v West Indies,Galle,,21-Nov-21
Dananjaya De Silva,2,3,2,0,0,100,5,caught,1,v West Indies,Galle,,29-Nov-21
Dananjaya De Silva,155*,377,262,11,2,59.16,5,not out,3,v West Indies,Galle,,29-Nov-21
